amenity,lat,lon,name,category,amnt_id,neighbourhood
pub,49.268455505371094,-123.06940460205078,Falconetti's,Nightlife,1373,Grandview-Woodland
restaurant,49.24505615234375,-123.06539154052734,Pho Duy Vietnamese Restaurant,Food,1374,Kensington-Cedar Cottage
cafe,49.287540435791016,-123.1200180053711,Starbucks,Food,1375,Central Business District
bank,49.269798278808594,-123.06991577148438,Vancity,Business,1376,Grandview-Woodland
fast_food,49.26948928833008,-123.06944274902344,Red Burrito,Food,1377,Grandview-Woodland
restaurant,49.267921447753906,-123.06987762451172,Belgian Fries,Food,1378,Grandview-Woodland
fast_food,49.26739501953125,-123.0694580078125,Fire Pizza,Food,1379,Grandview-Woodland
fast_food,49.26746368408203,-123.0694580078125,4 Brothers' Pizza,Food,1380,Grandview-Woodland
pub,49.26378631591797,-123.06951904296875,St Augustine's,Nightlife,1381,Grandview-Woodland
cafe,49.26943588256836,-123.06944274902344,Dive In Dessert Cafe,Food,1382,Grandview-Woodland
bank,49.26931381225586,-123.0698471069336,RBC,Business,1383,Grandview-Woodland
restaurant,49.273372650146484,-123.06934356689453,Oca Pastificio,Food,1384,Grandview-Woodland
library,49.27496337890625,-123.07070922851562,VPL Britannia Branch,Leisure,1385,Grandview-Woodland
library,49.249122619628906,-123.07565307617188,VPL Kensington Branch,Leisure,1386,Kensington-Cedar Cottage
bank,49.24937438964844,-123.07502746582031,TD Canada Trust,Business,1387,Kensington-Cedar Cottage
restaurant,49.24464797973633,-123.06448364257812,Mui Ngo Gai,Food,1388,Kensington-Cedar Cottage
cafe,49.238834381103516,-123.06509399414062,Hoi An Cafe,Food,1389,Kensington-Cedar Cottage
restaurant,49.238250732421875,-123.0651626586914,Kawa Sushi,Food,1390,Kensington-Cedar Cottage
restaurant,49.264713287353516,-123.18612670898438,True Confections,Food,1391,West Point Grey
restaurant,49.28550338745117,-123.11881256103516,Cactus Club Cafe,Food,1392,Central Business District
bank,49.28529357910156,-123.119384765625,Canadian Western Bank,Business,1393,Central Business District
restaurant,49.279327392578125,-123.10079193115234,Floata Seafood Restaurant,Food,1394,Central Business District
cafe,49.20405960083008,-123.13428497314453,Oriole Cafe,Food,1395,Marpole
restaurant,49.2041130065918,-123.1353988647461,Cafe de l'Orangerie,Food,1396,Marpole
restaurant,49.266292572021484,-123.1395492553711,The Farmers Apprentice,Food,1397,Fairview
bank,49.270591735839844,-123.10692596435547,TD Canada Trust,Business,1398,Mount Pleasant
cafe,49.27090835571289,-123.14763641357422,Pane From Heaven,Food,1399,Kitsilano
restaurant,49.270790100097656,-123.14769744873047,The Smoking Dog French Bistro,Food,1400,Kitsilano
pub,49.31272506713867,-123.02723693847656,Seymour's Pub,Nightlife,1401,Hastings-Sunrise
cafe,49.20633316040039,-123.12358093261719,Marpole Curling Club Cafe,Food,1402,Marpole
fast_food,49.230899810791016,-123.0907974243164,Dairy Queen,Food,1403,Sunset
cafe,49.25929641723633,-123.07047271728516,Circus Play Cafe,Food,1404,Kensington-Cedar Cottage
bicycle_rental,49.28775405883789,-123.1239013671875,Melville & Bute,Transportation,1405,Central Business District
restaurant,49.264278411865234,-123.06950378417969,Jamjar Folk Lebanese Food,Food,1406,Grandview-Woodland
bicycle_rental,49.25650405883789,-123.07547760009766,15th & Knight,Transportation,1407,Kensington-Cedar Cottage
bicycle_rental,49.25878143310547,-123.09276580810547,13th & St. George,Transportation,1408,Mount Pleasant
bicycle_rental,49.262081146240234,-123.10184478759766,10th & Main,Transportation,1409,Mount Pleasant
pub,49.26029968261719,-123.09668731689453,12 Kings Pub,Nightlife,1410,Mount Pleasant
restaurant,49.28788375854492,-123.11849212646484,Chewies,Food,1411,Central Business District
restaurant,49.28596115112305,-123.12740325927734,Ebisu,Food,1412,West End
cafe,49.283668518066406,-123.12361907958984,Café Crêpe Express,Food,1413,West End
restaurant,49.28090286254883,-123.13226318359375,Mumbai Local,Food,1414,West End
restaurant,49.26325225830078,-123.12712860107422,A Taste of Vietnam,Food,1415,Fairview
restaurant,49.23417282104492,-123.14013671875,Hikari Cafe,Food,1416,Shaughnessy
restaurant,49.26783752441406,-123.1458740234375,Mi Casa Mexicana,Food,1417,Kitsilano
fast_food,49.26967239379883,-123.14595794677734,Subway,Food,1418,Kitsilano
cafe,49.26190185546875,-123.13836669921875,Starbucks,Food,1419,Fairview
restaurant,49.279693603515625,-123.09779357910156,Maxims Restaurant,Food,1420,Strathcona
bank,49.279300689697266,-123.09821319580078,Scotiabank,Business,1421,Strathcona
bank,49.28028106689453,-123.09996032714844,CIBC,Business,1422,Central Business District
bank,49.28049087524414,-123.09941101074219,TD Canada Trust,Business,1423,Strathcona
restaurant,49.279972076416016,-123.09947967529297,The Boss Bakery & Restaurant,Food,1424,Strathcona
cafe,49.28050994873047,-123.09994506835938,Waves,Food,1425,Central Business District
cafe,49.28786087036133,-123.12397766113281,Starbucks,Food,1426,Central Business District
restaurant,49.25197219848633,-123.08006286621094,Bean Banh Mi,Food,1427,Kensington-Cedar Cottage
restaurant,49.24317932128906,-123.0619125366211,New Mandarin Seafood Restaurant,Food,1428,Kensington-Cedar Cottage
cafe,49.24290084838867,-123.06087493896484,Gram Cafe,Food,1429,Kensington-Cedar Cottage
restaurant,49.30122375488281,-123.15707397460938,The Teahouse,Food,1430,Stanley Park
cafe,49.30107116699219,-123.13361358642578,Railway Cafe,Food,1431,Stanley Park
cafe,49.30275344848633,-123.1312484741211,Lumberman's Arch Cafe,Food,1432,Stanley Park
restaurant,49.28742980957031,-123.11490631103516,Hapa Izakaya,Food,1433,Central Business District
pub,49.282188415527344,-123.10904693603516,The Hastings Warehouse,Nightlife,1434,Central Business District
pub,49.28402328491211,-123.11410522460938,Malone's,Nightlife,1435,Central Business District
bicycle_rental,49.27851867675781,-123.10005187988281,Georgia & Main,Transportation,1436,Central Business District
bar,49.26727294921875,-123.10424041748047,Electric Bicycle Brewing,Nightlife,1437,Mount Pleasant
place_of_worship,49.24648666381836,-123.04734802246094,First Hungarian Presbyterian Church,Attraction,1438,Renfrew-Collingwood
place_of_worship,49.246551513671875,-123.04734802246094,Vancouver Amen Church,Attraction,1439,Renfrew-Collingwood
place_of_worship,49.24539566040039,-123.15281677246094,St. George’s Greek Orthodox Church,Attraction,1440,Arbutus Ridge
bank,49.281150817871094,-123.11553955078125,BMO,Business,1441,Central Business District
theatre,49.28040313720703,-123.12102508544922,The Orpheum,Attraction,1442,Central Business District
car_sharing,49.28187561035156,-123.11551666259766,Zipcar,Transportation,1443,Central Business District
restaurant,49.28862380981445,-123.14002990722656,Shizen Ya,Food,1444,West End
restaurant,49.28858184814453,-123.14007568359375,P2P,Food,1445,West End
fast_food,49.25688552856445,-123.12152099609375,Hachibei 八兵衛,Food,1446,South Cambie
fast_food,49.27745819091797,-123.12596893310547,Grade 'A' Cafe,Food,1447,Central Business District
fast_food,49.277496337890625,-123.12591552734375,Mr. Greek,Food,1448,Central Business District
pub,49.27760314941406,-123.12576293945312,Sidecar,Nightlife,1449,Central Business District
restaurant,49.27770233154297,-123.12562561035156,Umeda Japanese Cuisine,Food,1450,Central Business District
car_rental,49.277591705322266,-123.12528228759766,Access Rent-a-car,Transportation,1451,Central Business District
fast_food,49.27783203125,-123.12543487548828,Donair Dude,Food,1452,Central Business District
restaurant,49.27776336669922,-123.12553405761719,Kings Kitchen,Food,1453,Central Business District
restaurant,49.27779769897461,-123.12547302246094,Twisted Fork Bistro,Food,1454,Central Business District
bar,49.27766799926758,-123.12567901611328,Cabana,Nightlife,1455,Central Business District
restaurant,49.25432205200195,-123.23548126220703,Biercraft,Food,1456,West Point Grey
fast_food,49.27895736694336,-123.108154296875,TAKO,Food,1457,Central Business District
fast_food,49.27943420410156,-123.1069564819336,Odo Sushi,Food,1458,Central Business District
cafe,49.26095199584961,-123.25106048583984,Agora,Food,1459,West Point Grey
restaurant,49.27849197387695,-123.12445068359375,Thai Away Home,Food,1460,Central Business District
nightclub,49.27231979370117,-123.13422393798828,Backstage Lounge,Nightlife,1461,Fairview
ice_cream,49.249351501464844,-123.08987426757812,Earnest Ice Cream,Food,1462,Kensington-Cedar Cottage
restaurant,49.25419235229492,-123.23602294921875,Neptune Chinese Kitchen,Food,1463,West Point Grey
restaurant,49.288291931152344,-123.14005279541016,Banana Leaf,Food,1464,West End
restaurant,49.266326904296875,-123.06951904296875,Sushi Ville,Food,1465,Grandview-Woodland
restaurant,49.225154876708984,-123.10187530517578,Freshii,Food,1466,Sunset
bank,49.225399017333984,-123.10186004638672,RBC Royal Bank,Business,1467,Sunset
bicycle_rental,49.27525329589844,-123.13256072998047,Beach & Hornby,Transportation,1468,Central Business District
fast_food,49.2640495300293,-123.11421966552734,Uncle Fatihs Pizza,Food,1469,Mount Pleasant
fast_food,49.26380157470703,-123.11459350585938,Wendy's,Food,1470,Mount Pleasant
restaurant,49.207908630371094,-123.14030456542969,Ikura,Food,1471,Marpole
bank,49.2083625793457,-123.14081573486328,Vancity,Business,1472,Marpole
restaurant,49.234596252441406,-123.18450927734375,Red Tuna,Food,1473,Dunbar-Southlands
restaurant,49.234474182128906,-123.15950012207031,Irashai Sushi,Food,1474,Arbutus Ridge
restaurant,49.23450469970703,-123.15794372558594,ASA Sushi,Food,1475,Kerrisdale
bank,49.234500885009766,-123.15763854980469,HSBC,Business,1476,Kerrisdale
cafe,49.23472595214844,-123.15755462646484,Starbucks,Food,1477,Arbutus Ridge
cafe,49.2345085144043,-123.15808868408203,Boba Boy,Food,1478,Arbutus Ridge
restaurant,49.23475646972656,-123.15876770019531,Orange Corner,Food,1479,Arbutus Ridge
cafe,49.23469543457031,-123.1536636352539,Adonia,Food,1480,Kerrisdale
restaurant,49.257225036621094,-123.18523406982422,La Notte,Food,1481,Dunbar-Southlands
cafe,49.262786865234375,-123.10125732421875,Tim Hortons,Food,1482,Mount Pleasant
restaurant,49.263816833496094,-123.1016616821289,8 and a 1/2 Restaurant,Food,1483,Mount Pleasant
restaurant,49.264366149902344,-123.10116577148438,Nirvana Restaurant,Food,1484,Mount Pleasant
cafe,49.24477767944336,-123.15379333496094,Starbucks,Food,1485,Arbutus Ridge
bank,49.225276947021484,-123.06549072265625,RBC,Business,1486,Victoria-Fraserview
restaurant,49.22503662109375,-123.06591796875,Nishiki Sushi Bar,Food,1487,Victoria-Fraserview
fast_food,49.22621536254883,-123.06550598144531,Subway,Food,1488,Victoria-Fraserview
cafe,49.254066467285156,-123.235107421875,Blenz Coffee,Food,1489,West Point Grey
restaurant,49.261390686035156,-123.15325927734375,Indishspensable,Food,1490,Kitsilano
fast_food,49.26251220703125,-123.15277862548828,Subway,Food,1491,Kitsilano
restaurant,49.262123107910156,-123.15323638916016,Gramercy Grill,Food,1492,Kitsilano
restaurant,49.26236343383789,-123.15323638916016,Trees Organic,Food,1493,Kitsilano
restaurant,49.26298904418945,-123.15274810791016,Napoletana,Food,1494,Kitsilano
fast_food,49.306678771972656,-123.03651428222656,McDonald's,Food,1495,Hastings-Sunrise
cafe,49.26378631591797,-123.1861343383789,Grounds For Coffee,Food,1496,West Point Grey
ferry_terminal,49.278709411621094,-123.14701843261719,Maritime Museum Dock (False Creek Ferries),Transportation,1497,Kitsilano
cafe,49.263389587402344,-123.11560821533203,Blenz Coffee,Food,1498,Fairview
cafe,49.26344299316406,-123.11965942382812,Blenz,Food,1499,Fairview
restaurant,49.26311111450195,-123.11798858642578,Fuloi Restaurant,Food,1500,Fairview
restaurant,49.26308059692383,-123.1160659790039,Peaceful Restaurant,Food,1501,Fairview
cafe,49.28072738647461,-123.11857604980469,Buro,Food,1502,Central Business District
cafe,49.269046783447266,-123.10291290283203,Glory Juice,Food,1503,Mount Pleasant
cafe,49.26586151123047,-123.2427978515625,Starbucks,Food,1504,West Point Grey
restaurant,49.26597213745117,-123.24246978759766,Mio Japan,Food,1505,West Point Grey
bank,49.289058685302734,-123.12506866455078,RBC,Business,1506,Central Business District
cafe,49.282283782958984,-123.11910247802734,Nordstrom E-Bar,Food,1507,Central Business District
cafe,49.28455352783203,-123.11815643310547,Caffe Express,Food,1508,Central Business District
restaurant,49.28549575805664,-123.11719512939453,Shogun,Food,1509,Central Business District
bank,49.28573989868164,-123.11680603027344,Vancity,Business,1510,Central Business District
bank,49.2639274597168,-123.16801452636719,Scotiabank,Business,1511,Kitsilano
restaurant,49.26384735107422,-123.1421127319336,Old Beijing Roast Duck,Food,1512,Fairview
restaurant,49.26374435424805,-123.1369400024414,Portobello,Food,1513,Fairview
pub,49.278934478759766,-123.12372589111328,Johnnie Fox's Irish Snug,Nightlife,1514,Central Business District
cafe,49.279441833496094,-123.12300872802734,Blenz Coffee,Food,1515,Central Business District
restaurant,49.279701232910156,-123.12263488769531,Colony,Food,1516,Central Business District
restaurant,49.264278411865234,-123.17229461669922,Banana Leaf,Food,1517,Kitsilano
car_rental,49.27634048461914,-123.12711334228516,Hertz,Transportation,1518,Central Business District
restaurant,49.275089263916016,-123.12275695800781,Cactus Club Cafe,Food,1519,Central Business District
cafe,49.275787353515625,-123.12110900878906,Blenz Coffee,Food,1520,Central Business District
restaurant,49.27577590942383,-123.12051391601562,Earls Kitchen + Bar,Food,1521,Central Business District
restaurant,49.27656173706055,-123.11936950683594,The Keg Steakhouse + Bar - Yaletown,Food,1522,Central Business District
restaurant,49.27814483642578,-123.11724090576172,Lupo,Food,1523,Central Business District
bank,49.2786865234375,-123.12943267822266,TD Canada Trust,Business,1524,Central Business District
cafe,49.305904388427734,-123.03713989257812,Starbucks,Food,1525,Hastings-Sunrise
restaurant,49.27926254272461,-123.1161117553711,Wasabi,Food,1526,Central Business District
restaurant,49.27957534790039,-123.12281799316406,El Furniture Warehouse - Granville,Food,1527,Central Business District
bar,49.28734588623047,-123.14153289794922,Shamrock Alley,Nightlife,1528,West End
restaurant,49.27912902832031,-123.12347412109375,The Dime,Food,1529,Central Business District
pub,49.28141784667969,-123.0949935913086,Pat's Pub,Nightlife,1530,Strathcona
bar,49.28316116333008,-123.1040267944336,The Diamond,Nightlife,1531,Central Business District
pub,49.283390045166016,-123.10442352294922,Six Acres,Nightlife,1532,Central Business District
restaurant,49.27975082397461,-123.12352752685547,Johnny Rockets,Food,1533,Central Business District
restaurant,49.26844024658203,-123.16474914550781,Dark Table,Food,1534,Kitsilano
bicycle_rental,49.2808952331543,-123.13053894042969,Thurlow & Pendrell,Transportation,1535,West End
bar,49.31705856323242,-123.09264373779297,Black Kettle Tasting Lounge,Nightlife,1536,Stanley Park
bar,49.309974670410156,-123.03392791748047,Bridge Brewing Tasting Room,Nightlife,1537,Hastings-Sunrise
pub,49.313514709472656,-123.08334350585938,Sailor Hägar's,Nightlife,1538,Strathcona
bar,49.30833435058594,-123.07274627685547,Beere Brewing Tasting Room,Nightlife,1539,Grandview-Woodland
restaurant,49.26631164550781,-123.2470474243164,Tacomio,Food,1540,West Point Grey
fast_food,49.28600311279297,-123.11245727539062,Chronic Tacos,Food,1541,Central Business District
fast_food,49.28803253173828,-123.12361907958984,A&W,Food,1542,Central Business District
restaurant,49.2314567565918,-123.06536865234375,East Kitchen,Food,1543,Victoria-Fraserview
restaurant,49.28818130493164,-123.11712646484375,Botanist,Food,1544,Central Business District
restaurant,49.26416015625,-123.16541290283203,Sunshine Classic Diner,Food,1545,Kitsilano
fast_food,49.256080627441406,-123.11539459228516,Subway,Food,1546,South Cambie
restaurant,49.25457763671875,-123.114990234375,Potluck Hawker Eatery,Food,1547,Riley Park
restaurant,49.28731155395508,-123.11712646484375,Elephant & Castle,Food,1548,Central Business District
cafe,49.26352310180664,-123.12395477294922,Halfday Flower and Tea,Food,1549,Fairview
restaurant,49.28371047973633,-123.11358642578125,Cartems Donuterie,Food,1550,Central Business District
bar,49.270416259765625,-123.1346435546875,The Liberty Distillery,Nightlife,1551,Fairview
bus_station,49.265586853027344,-123.02519226074219,Boundary Loop,Transportation,1552,Hastings-Sunrise
restaurant,49.263179779052734,-123.12206268310547,Ta-Ke Don,Food,1553,Fairview
cafe,49.28403854370117,-123.1235580444336,Starbucks,Food,1554,West End
fast_food,49.26641845703125,-123.24989318847656,Pi R Squared,Food,1555,West Point Grey
fast_food,49.26693344116211,-123.25012969970703,Honour Roll,Food,1556,West Point Grey
bar,49.28205871582031,-123.07091522216797,Resurrection Distillery and Lounge,Nightlife,1557,Grandview-Woodland
pub,49.28204345703125,-123.07237243652344,Finfolk,Nightlife,1558,Grandview-Woodland
restaurant,49.27866744995117,-123.12828826904297,Sushi Mugen,Food,1559,Central Business District
bicycle_rental,49.286094665527344,-123.11322021484375,Cordova & Granville,Transportation,1560,Central Business District
restaurant,49.266239166259766,-123.24751281738281,Nori,Food,1561,West Point Grey
restaurant,49.266292572021484,-123.24717712402344,Jamjar,Food,1562,West Point Grey
ice_cream,49.26649475097656,-123.24688720703125,Rain or Shine,Food,1563,West Point Grey
cafe,49.2663688659668,-123.24681091308594,J J Bean,Food,1564,West Point Grey
fast_food,49.266265869140625,-123.24734497070312,Uncle Fatih's Pizza,Food,1565,West Point Grey
restaurant,49.26205825805664,-123.03334045410156,Dae-Ji Cutlet House,Food,1566,Hastings-Sunrise
restaurant,49.26355743408203,-123.1126708984375,La Taqueria Pinche Taco Shop,Food,1567,Mount Pleasant
restaurant,49.287410736083984,-123.11752319335938,Nightingale,Food,1568,Central Business District
bicycle_rental,49.2736701965332,-123.10225677490234,Science World,Transportation,1569,Central Business District
bicycle_rental,49.280120849609375,-123.07416534423828,McLean & Pender,Transportation,1570,Grandview-Woodland
bicycle_rental,49.273765563964844,-123.09270477294922,Thornton & National,Transportation,1571,Strathcona
bicycle_rental,49.27073287963867,-123.07361602783203,Woodland & Graveley,Transportation,1572,Grandview-Woodland
bicycle_rental,49.2567253112793,-123.09654235839844,Prince Edward & 16th,Transportation,1573,Mount Pleasant
bicycle_rental,49.25679016113281,-123.0656967163086,15th & Victoria,Transportation,1574,Kensington-Cedar Cottage
bicycle_rental,49.26521682739258,-123.0906753540039,6th & Carolina,Transportation,1575,Mount Pleasant
bicycle_rental,49.258140563964844,-123.09634399414062,Prince Edward & 14th,Transportation,1576,Mount Pleasant
bicycle_rental,49.265235900878906,-123.095458984375,6th & Prince Edward,Transportation,1577,Mount Pleasant
restaurant,49.2498664855957,-123.11518859863281,Sushi TonTon,Food,1578,Riley Park
restaurant,49.24983215332031,-123.11559295654297,Landmark Hot Pot House,Food,1579,South Cambie
restaurant,49.24970245361328,-123.11518859863281,Copa Cafe,Food,1580,Riley Park
restaurant,49.25571060180664,-123.11536407470703,Thai Away Home,Food,1581,South Cambie
cafe,49.25844955444336,-123.11471557617188,Passion8 Dessert Cafe,Food,1582,Mount Pleasant
cafe,49.25993728637695,-123.1147232055664,Sharetea,Food,1583,Mount Pleasant
restaurant,49.2630615234375,-123.11254119873047,Sushi California,Food,1584,Mount Pleasant
cafe,49.26580810546875,-123.12230682373047,Tim Hortons,Food,1585,Fairview
restaurant,49.263702392578125,-123.12147521972656,Dynasty Seafood Restaurant,Food,1586,Fairview
restaurant,49.263465881347656,-123.12006378173828,Shanghai Lu Restaurant,Food,1587,Fairview
restaurant,49.26310348510742,-123.12004089355469,i-Cafe,Food,1588,Fairview
cafe,49.26297378540039,-123.12005615234375,K Cafe,Food,1589,Fairview
cafe,49.263153076171875,-123.11946105957031,Starbucks,Food,1590,Fairview
restaurant,49.263427734375,-123.11702728271484,Freshii,Food,1591,Fairview
bank,49.26307678222656,-123.1162338256836,CIBC,Business,1592,Fairview
restaurant,49.26346206665039,-123.09981536865234,La Petite Cuillère,Food,1593,Mount Pleasant
cafe,49.26296615600586,-123.09833526611328,B U N S + B O B A,Food,1594,Mount Pleasant
restaurant,49.26294708251953,-123.09722137451172,Sushi Yama,Food,1595,Mount Pleasant
cafe,49.26265335083008,-123.09220886230469,Paper Crane Coffee,Food,1596,Mount Pleasant
ice_cream,49.25535202026367,-123.10108184814453,Buckets Ice Cream,Food,1597,Riley Park
bank,49.25487518310547,-123.10159301757812,TD Canada Trust,Business,1598,Riley Park
restaurant,49.25448989868164,-123.10128021240234,Pizza Hut,Food,1599,Riley Park
fast_food,49.25414276123047,-123.10128021240234,Church's Chicken,Food,1600,Riley Park
cafe,49.26478958129883,-123.14590454101562,Sakura Cafe,Food,1601,Kitsilano
pub,49.26533508300781,-123.14537811279297,Carlos O`Bryan's Neighborhood Pub,Nightlife,1602,Fairview
restaurant,49.26533889770508,-123.14502716064453,delhi6 Indian Bistro,Food,1603,Fairview
restaurant,49.266624450683594,-123.1454086303711,Novo Pizzeria & Winery,Food,1604,Fairview
cafe,49.26360321044922,-123.15083312988281,Pallet Coffee Roasters,Food,1605,Kitsilano
restaurant,49.259033203125,-123.15287780761719,Lunch Club,Food,1606,Kitsilano
pub,49.28384017944336,-123.11385345458984,Browns Crafthouse,Nightlife,1607,Central Business District
bar,49.28378677368164,-123.0641860961914,Parallel 49 Tasting Room & Beer Store,Nightlife,1608,Grandview-Woodland
pub,49.283790588378906,-123.06432342529297,Parallel 49 Street Kitchen,Nightlife,1609,Grandview-Woodland
cafe,49.231651306152344,-123.03138732910156,Gong Cha,Food,1610,Killarney
bicycle_rental,49.28397750854492,-123.0652084350586,Triumph & Victoria,Transportation,1611,Grandview-Woodland
bicycle_rental,49.28321075439453,-123.07038879394531,Commercial & Pandora,Transportation,1612,Grandview-Woodland
bar,49.280731201171875,-123.1323471069336,The Junction,Nightlife,1613,West End
bank,49.286251068115234,-123.11907196044922,National Bank,Business,1614,Central Business District
bicycle_rental,49.27183151245117,-123.10431671142578,Ontario & Seawall,Transportation,1615,Mount Pleasant
bicycle_rental,49.2708625793457,-123.11502075195312,Spyglass & Seawall,Transportation,1616,Mount Pleasant
bicycle_rental,49.26250457763672,-123.1144027709961,10th & Cambie,Transportation,1617,Mount Pleasant
bicycle_rental,49.27565002441406,-123.11700439453125,Beatty & Nelson,Transportation,1618,Central Business District
restaurant,49.279293060302734,-123.09742736816406,Oyster Express,Food,1619,Strathcona
restaurant,49.28192138671875,-123.10602569580078,Save On Meats,Food,1620,Central Business District
restaurant,49.27497100830078,-123.06928253173828,Five Elements,Food,1621,Grandview-Woodland
fast_food,49.28013229370117,-123.11817169189453,Falafel King,Food,1622,Central Business District
fast_food,49.27949905395508,-123.11723327636719,Hubbub,Food,1623,Central Business District
fast_food,49.28023910522461,-123.11833190917969,Curry Fusion,Food,1624,Central Business District
fast_food,49.28020095825195,-123.11827087402344,Japadog,Food,1625,Central Business District
fast_food,49.2801628112793,-123.11820983886719,Viet Sub,Food,1626,Central Business District
fast_food,49.27986145019531,-123.11778259277344,Chopped Leaf,Food,1627,Central Business District
university,49.2824821472168,-123.12139892578125,UBC Robson Square,Attraction,1628,Central Business District
restaurant,49.2685546875,-123.11863708496094,Branas,Food,1629,Fairview
car_rental,49.20484924316406,-123.12911987304688,Enterprise,Transportation,1630,Marpole
bank,49.24872589111328,-123.125244140625,TD Canada Trust,Business,1631,South Cambie
library,49.24401092529297,-123.10816955566406,VPL Terry Salman Branch,Leisure,1632,Riley Park
fast_food,49.30994415283203,-123.08221435546875,Dex Burgerbar,Food,1633,Strathcona
fast_food,49.28739547729492,-123.11436462402344,McDonald's,Food,1634,Central Business District
cafe,49.284461975097656,-123.11343383789062,Starbucks,Food,1635,Central Business District
fast_food,49.289058685302734,-123.1146240234375,Subway,Food,1636,Central Business District
cafe,49.2850456237793,-123.11206817626953,Tim Hortons,Food,1637,Central Business District
fast_food,49.28424072265625,-123.11756134033203,halal arabic food stand,Food,1638,Central Business District
fast_food,49.28310012817383,-123.11710357666016,Mr Shawarma,Food,1639,Central Business District
fast_food,49.285301208496094,-123.12016296386719,Mr Shawarma,Food,1640,Central Business District
cafe,49.28740310668945,-123.11691284179688,JJ Bean,Food,1641,Central Business District
restaurant,49.28031921386719,-123.13158416748047,Thai Basil,Food,1642,West End
cafe,49.28045654296875,-123.13158416748047,Baguette cafe,Food,1643,West End
restaurant,49.287811279296875,-123.14122009277344,Donair Spot,Food,1644,West End
cafe,49.287235260009766,-123.14142608642578,Starbucks,Food,1645,West End
pub,49.287071228027344,-123.14179992675781,The Three Brits Public House,Nightlife,1646,West End
library,49.290504455566406,-123.13655853271484,VPL Joe Fortes Branch,Leisure,1647,West End
arts_centre,49.27827835083008,-123.12118530273438,Contemporary Art Gallery,Attraction,1648,Central Business District
fast_food,49.27935791015625,-123.1234130859375,Mean Poutine,Food,1649,Central Business District
fast_food,49.279273986816406,-123.12334442138672,Megabite,Food,1650,Central Business District
pub,49.27943420410156,-123.12358856201172,The Moose,Nightlife,1651,Central Business District
cafe,49.27923583984375,-123.12272644042969,Tim Hortons,Food,1652,Central Business District
fast_food,49.25859832763672,-123.0447769165039,Fresh Slice Pizza,Food,1653,Renfrew-Collingwood
restaurant,49.25846481323242,-123.0451431274414,Prince Chinese Seafood Restaurant,Food,1654,Renfrew-Collingwood
fast_food,49.25798797607422,-123.04492950439453,Subway,Food,1655,Renfrew-Collingwood
restaurant,49.25861358642578,-123.04457092285156,Sushi House,Food,1656,Renfrew-Collingwood
restaurant,49.28400421142578,-123.12545013427734,Guu Original Thurlow,Food,1657,West End
fast_food,49.28486251831055,-123.12486267089844,Jugo Juice,Food,1658,West End
cafe,49.27054977416992,-123.146240234375,Kahve café,Food,1659,Kitsilano
restaurant,49.25739288330078,-123.1269760131836,Falafully Good,Food,1660,Fairview
cafe,49.284122467041016,-123.10694885253906,Prado,Food,1661,Central Business District
pub,49.28365707397461,-123.10411834716797,Guilt & Co,Nightlife,1662,Central Business District
bar,49.28303527832031,-123.09982299804688,No. 5 Orange,Nightlife,1663,Central Business District
theatre,49.28207015991211,-123.09790802001953,Firehall Arts Centre,Attraction,1664,Strathcona
place_of_worship,49.28242874145508,-123.09719848632812,St. James',Attraction,1665,Strathcona
bank,49.23359680175781,-123.03514862060547,RBC,Business,1666,Renfrew-Collingwood
restaurant,49.27579879760742,-123.06965637207031,Sunrise Pizza,Food,1667,Grandview-Woodland
restaurant,49.275489807128906,-123.06929779052734,Skylight Restaurant,Food,1668,Grandview-Woodland
restaurant,49.24736022949219,-123.18539428710938,Moon Sushi,Food,1669,Dunbar-Southlands
restaurant,49.20407485961914,-123.1353759765625,Panang Delight Cafe at Marpole,Food,1670,Marpole
conference_centre,49.274662017822266,-123.10894775390625,Harbour Convention Centre,Business,1671,Central Business District
restaurant,49.27335739135742,-123.13275146484375,Chang'an,Food,1672,Central Business District
restaurant,49.27998733520508,-123.1303482055664,Italian Tomato,Food,1673,West End
cafe,49.232173919677734,-123.0312271118164,Tim Hortons,Food,1674,Renfrew-Collingwood
restaurant,49.23238754272461,-123.03202819824219,Rose Garden Seafood Restaurant,Food,1675,Renfrew-Collingwood
restaurant,49.23285675048828,-123.0330810546875,Li's China Grill,Food,1676,Renfrew-Collingwood
restaurant,49.23291015625,-123.03319549560547,Bubble World,Food,1677,Renfrew-Collingwood
restaurant,49.23288345336914,-123.03314208984375,Fortune Lamb Dining,Food,1678,Renfrew-Collingwood
restaurant,49.24038314819336,-123.10174560546875,Bon Cafe,Food,1679,Riley Park
restaurant,49.281715393066406,-123.13306427001953,Thida Thai,Food,1680,West End
cafe,49.28049087524414,-123.09901428222656,Propaganda Coffee,Food,1681,Strathcona
cafe,49.2457160949707,-123.09429931640625,Le Marché St. George,Food,1682,Riley Park
bar,49.2816047668457,-123.13289642333984,1181,Nightlife,1683,West End
fast_food,49.28163146972656,-123.13294219970703,Disco Cheetah,Food,1684,West End
restaurant,49.28153991699219,-123.1328125,Tom Sushi,Food,1685,West End
bar,49.281494140625,-123.13274383544922,Pumpjack,Nightlife,1686,West End
restaurant,49.28143310546875,-123.13262939453125,Pho Central,Food,1687,West End
restaurant,49.2813606262207,-123.13250732421875,India Bistro,Food,1688,West End
